DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Accident_SpotB,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Lane_Type,Road_Markings,Spot_Conditions,Side_Walk,Collision_TypeB,Accident_Road,Landmark_first,landmark_second,Distance_LandMark_First,Distance_LandMark_Second,Accident_Description,Latitude,Longitude,Time
Ballari,Bellary Rural PS,10445033820220245,2022,1,1,Road Accidents,Cross roads,Rural Areas,Open area,Other,Human Error,Not Applicable,Fatal,Others,Uncontrolled,Others,NH,Bitumen(Tar),Others,Not Applicable,Others,FourLane,Centre Broken Line,Others,Concrete,Head on,BALLARI-MOKA ROAD,WELCOME GATE,,50 FT,,ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಸಿರಿವಾರ ಕ್ರಾಸ್ನಲ್ಲಿರುವ ವೆಲ್ ಕಂ ಗೇಟ್ ಮುಂದಿನ ಬಳ್ಳಾರಿ-ಮೋಕಾ ಹೆದ್ದಾರಿ ರಸ್ತೆಯಲ್ಲಿನ  ಸ್ಥಳವು ಕೃತ್ಯ ಸ್ಥಳವಾಗಿದ್ದು ಈ ತಾರ್ ರಸ್ತೆಯು ಉತ್ತರ-ದಕ್ಷಿಣ ಉದ್ದವಾಗಿ ಪೂರ್ವ-ಪಕ್ಷಿಮ ಅಗಲವಾಗಿದ್ದು ಚಚತಷ್ಪಥ ರಸ್ತೆಯಾಗಿರುತ್ತದೆ. ಈ ರಸ್ತೆಯ ನಡುವೆ ಸುಮಾರು 05 ಅಡಿ ಅಗಲದ ಡಿವೈಡರ್ ಇರುತ್ತದೆ. ಕೃತ್ಯ ಸ್ಥಳದಲ್ಲಿ ಸುಮಾರು 2 ಅಡಿ ಉದ್ದವಾಗಿ ಲಾರಿ ಬ್ರೇಕ್ ಹಾಕಿದಾಗ ಟೈರ್ ಜಾರಿದ ಗುರುತುಗಳಿರುತ್ತವೆ.  ಕೃತ್ಯ ಸ್ಥಳದಿಂದ ಸುಮಾರು 30 ಅಡಿ ಅಂತರದಲ್ಲಿ ಪಶ್ಚಿಮಕ್ಕೆ ಸಿರಿವಾರ ಕ್ರಾಸ್ ವೆಲ್ ಕಂ ಗೇಟ್ ಇರುತ್ತದೆ. ಕೃತ್ಯ ಸ್ಥಳದಿಂದ ಸುಮಾರು 80 ಅಡಿ ಅತರದಲ್ಲಿ ಪೂರ್ವಕ್ಕೆ ವರುಣ್ ಹೈಬ್ರಿಡ್ ಸೀಡ್ಸ್ ಬೀಜ ಸಂಸ್ಕರಣ ಘಟಕ ಇರುತ್ತದೆ. ಕೃತ್ಯ ಸ್ಥಳದಿಂದ ದಕ್ಷಿಣಕ್ಕೆ ಸುಮಾರು 120 ಅಡಿ ಅಂತರದಲ್ಲಿ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಇರುತ್ತದೆ,15.184179,76.986623,07:11:53 PM
Ballari,Bellary Rural PS,10445033820220077,2022,1,1,Not Applicable,Narrow road,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Grievous Injury,Others,Not at  Junction,Others,Minor District Road,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Opp Kargial Factory moka road,Opp Kargial Factory moka road,,08,,ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಮೋಕ ಡಬಲ್ ರಸ್ತೆಯಲ್ಲಿ ಸಿರಿವಾರ ಕ್ರಾಸ್ ನ ಬಳಿ,15.182727,76.980876,01:16:52 PM
Ballari,Bellary Rural PS,10445033820220155,2022,1,1,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Others,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,BALLARI - MOKA ROAD SH 132 ROAD,GOWDON,,100,,"NEAR NAYARA PETROL BUNK, SIRIVARA CROSS BALLARI - MOKA ROAD",15.192816,76.995465,04:49:50 PM
Ballari,Bellary Rural PS,10445033820220201,2022,1,2,Road Accidents,Curves,Rural Areas,Open area,Curve,Human Error,Not Applicable,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Cloudy,FourLane,Centre Broken Line,Centre Broken Line,Concrete,Others,BALLARI-MOKA ROAD,SANGANKALLU CROSS NEAR TAKE TREE,,5M,,ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಸಂಗನಕಲ್ಲು ಗ್ರಾಮದ ಬಳಿ ಹಾದು ಹೋದ ಬಳ್ಳಾರಿ-ಮೋಕಾ ರಸ್ತೆಯಲ್ಲಿ ಟೇಕ್ ಮರಗಳ ತೋಟದ ಹತ್ತಿರವಿರುವ ಕ್ರಾಸ್ನಲ್ಲಿ,15.170847,76.973986,04:41:08 PM
Ballari,Bellary Rural PS,10445033820220042,2022,1,3,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Grievous Injury,Others,Uncontrolled,Others,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Kanaka Circle Moka Road,Near Kanaka Circle Moka Road,,12 KM,,"ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣೆಯ ಸರಹದ್ದು ಮೋಕ ಡಬಲ್ ರಸ್ತೆಯಲ್ಲಿ ಸಂಗನಕಲ್ಲು ಗ್ರಾಮದ ಕನಕ ಸರ್ಕಲ್ ಹತ್ತಿರವಿರುವ ಡಾ, ರತ್ನಸುಯಜ್ಞ ರವರ ಜಮೀನು ಹತ್ತಿರ.",15.176095,76.976689,04:45:15 PM
Ballari,Bellary Rural PS,10445033820220128,2022,1,2,Road Accidents,Other,Rural Areas,Residential area,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,BALLARI BANGLORE ROAD,POULTRI FARM,,1,,BALLARI-BANGLORU ROAD NEAR HALKUNDI VILAGE,15.077536449548,76.88162773850301,05:45:34 PM
Ballari,Bellary Rural PS,10445033820220019,2022,1,2,Road Accidents,Other,Rural Areas,Open area,Curve,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,BALLARI- MOKA,GOWDON,,50,,"BALLARI MOKA ROAD SH 132 OPP NAGI REDDY GODOWN, SIRIVARA VILLAGE",15.193034,76.996918,12:08:28 AM
Ballari,Bellary Rural PS,10445033820220150,2022,1,1,Road Accidents,Circle,Rural Areas,Residential area,Straight and flat,Human Error,No,Simple Injury,Hit pedestrian,Uncontrolled,Others,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,BALLARI - YARRINGILI ROAD BALLARI,YRRITATA MATA,,50M,,"ಈ ಸ್ಥಳವು ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಕೊಳಗಲ್ಲು ಗ್ರಾಮದಲ್ಲಿರುವ ಶ್ರೀ ಎರ್ರಿತಾತನ ಮಠದ ಮುಂದಿನ ಬಳ್ಳಾರಿ-ಯರ್ರಿಂಗಿಳಿ ರಸ್ತೆಯಲ್ಲಿ ಕೃತ್ಯ ಸ್ಥಳವಿದ್ದು, ಈ ತಾರ್ ರಸ್ತೆಯು ಸುಮಾರು 22 ಅಡಿ ಅಗಲವಿರುತ್ತದೆ. ಈ ರಸ್ತೆಯು ಉತ್ತರ ದಕ್ಷಿಣಾಭಿಮುಖವಾಗಿರುತ್ತದೆ. ತಾರ್ ರಸ್ತೆಯ ಅಕ್ಕ-ಪಕ್ಕದಲ್ಲಿ ಸುಮಾರು 02 ಅಡಿ ದೂರದವರೆಗೆ ಮಣ್ಣಿನ ರಸ್ತೆ ಇದ್ದು, ಸದರಿ ರಸ್ತೆಯ ಪಶ್ಚಿಮ ದಿಕ್ಕಿನ ಮಣ್ಣಿನ ರಸ್ತೆಯಿಂದ ಸುಮಾರು 04 ಅಡಿ ಅಂತರದಲ್ಲಿ ಪೂರ್ವ ದಿಕ್ಕಿಗೆ ರಸ್ತೆಯಲ್ಲಿನ ಸ್ಥಳ ಅಪಘಾತವಾದ ಸ್ಥಳವಾಗಿರುತ್ತದೆ.  ಕೃತ್ಯ ಸ್ಥಳದಿಂದ ಸುಮಾರು 15 ಅಡಿ ಅಂತರದಲ್ಲಿ ಪೂರ್ವ  ದಿಕ್ಕಿಗೆ ಶ್ರೀ ಯರ್ರಿತಾತನ ತೇರು ನಿಲ್ಲಿಸುವ ಶೆಡ್ ಇರುತ್ತದೆ ಕೃತ್ಯ ಸ್ಥಳದಿಂದ  ಪಶ್ಚಿಮಕ್ಕೆ ಸುಮಾರು 30 ಅಡಿ ಅಂತರದಲ್ಲಿ ಶ್ರೀ ಯರ್ರಿತಾತನ ಮಠ ಇರುತ್ತದೆ. ನಂತರ ಕೃತ್ಯ ಸ್ಥಳದಲ್ಲಿ ಕೃತ್ಯಕ್ಕೆ ಸಂಬಂದಿಸಿದ ಕುರುಹುಗಳು ಇರಲಿಲ್ಲ",15.193293,76.868024,05:45:40 PM
Ballari,Bellary Rural PS,10445033820220125,2022,1,1,Not Applicable,Circle,Rural Areas,Residential area,Curve,Human Error,No,Fatal,Others,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Drowned,BALLARI-MOKA ROAD,KANAKADASA CIRCLE,,400,,BALLARI-MOKA ROAD NEAR SANGANKALLU VILLAGE KANAKA CIRCLE,15.176449,76.976668,06:35:59 PM
Ballari,Bellary Rural PS,10445033820220225,2022,1,1,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Fatal,Others,Uncontrolled,Straight and flat,Others,Kutcha,Muddy,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,KOLAGAL TO KRISHNANAGAR CAMP,CANEL,,15,,"NEAR KRISHNANAGAR CAMP, CENAL BALLARI",15.212464,76.85214,05:58:40 PM
Ballari,Bellary Rural PS,10445033820220239,2022,1,1,Road Accidents,Other,Rural Areas,Open area,Curve,Human Error,Not Applicable,Damage Only,Others,Uncontrolled,Curve,Others,Bitumen(Tar),Dry,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,others,prakrithi ley out,,1,,ಕೃತ್ಯ ಸ್ಥಳವು ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಠಾಣೆಯ ಸರಹದ್ದು ಪ್ರತಾಪ್ ರೆಡ್ಡಿ ರವರ ಪ್ರಕೃತಿ ಲೇ ಔಟ್ನಲ್ಲಿರುವ ಕಪ್ಪಗಲ್-ಸಂಗನಕಲ್ ರಸ್ತೆಯ ತಿರುವಿನಲ್ಲಿ ನೆಡೆದಿರುತ್ತದೆ.,15.186032,76.961586,04:28:34 PM
Ballari,Bellary Rural PS,10445033820220018,2022,1,1,Road Accidents,Circle,City/Town,Near or inside a village,Curve,Human Error,Not Applicable,Grievous Injury,Others,No signal lights,Curve,State Highway,Bitumen(Tar),Others,No influence on accident,Others,Others,Centre Broken Line,Centre Broken Line,No Side Walk,Others,Moka road,Near circle,,50 fee,,ಬಳ್ಳಾರಿ-ಮೋಕಾ ರಸ್ತೆ ಸಂಗನಕಲ್ಲು ಕ್ರಾಸಿನ ಹತ್ತಿರ,15.169239,76.9602049,08:43:56 AM
Ballari,Bellary Rural PS,10445033820220025,2022,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Grievous Injury,Others,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Bilway Delvapars,Near Bilway Delvapars,,06,,ಸನ್ 2022 ನೇ ಇಸ್ವಿ ಪೆಬ್ರವರಿ ತಿಂಗಳು ದಿನಾಂಕ:- 03 ರಂದು ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣೆಯ ಸರಹದ್ದು ಬಳ‍್ಳಾರಿ-ಮೋಕಾ ಡಬಲ್ ರಸ್ತೆಯಲ್ಲಿ ಮೋಕ ಕಡೆಯಿಂದ ಬಳ್ಳಾರಿಗೆ ಬರುವ ರಸ್ತೆಯಲ್ಲಿ ಸಂಗನಕಲ್ಲು ಬಸವೇಶ್ವರ ಸರ್ಕಲ್ ಹತ್ತಿರ ಬಿಲ್ವೆ ಲೇ ಔಟ್ ಪಕ್ಕದಿಂದ ಹೊಲಗಳಿಗೆ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ,15.168948,76.960517,08:23:38 AM
Ballari,Bellary Rural PS,10445033820220002,2022,1,2,Not Applicable,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,BALLARI - MOKA ROAD SH 132 ROAD,DIVIDER,,10,,"SANGANAKAL VILLAGE, NEAR KANAKA CIRCLE BALLARI - MOKA SH 132 ROAD",15.176219,76.976629,03:30:06 PM
Ballari,Bellary Rural PS,10445033820230144,2023,1,2,Road Accidents,Other,Rural Areas,Open area,Other,Human Error,No,Simple Injury,Vehicle to Vehicle,Uncontrolled,Others,NH,Bitumen(Tar),Others,Not Applicable,Others,DualLane,Centre White Line,Others,Concrete,Others,NH,FIREING RANGA BANGALURU ROAD,NEAR HALAKUNDI,15 KM,,"INFRONT OF POLICE FIREING RANGE, BALLARI-BANGALURU ROAD, BALLARI",15.058464,76.966423,05:21:42 PM
Ballari,Bellary Rural PS,10445033820230254,2023,1,2,Road Accidents,Other,Rural Areas,Residential area,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,FourLane,Centre Broken Line,Centre Broken Line,Concrete,Head on,MOKA BALLARI ROAD SH-132,SAMBASHIVARAO BRIKS FACTORY,,5 MEET,,ದಿನಾಂಕ: 25-09-2023 ರಂದು ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಸಂಗನಕಲ್ಲು ಗ್ರಾಮದ ಪಶ್ಚಿಮ ದಿಕ್ಕಿನಲ್ಲಿರುವ ಸಾಂಬಶಿವರಾವ್ ರವರ ಸಿಮೆಂಟ್ ಬ್ರಿಕ್ಸ್ ಫ್ಯಾಕ್ಟರಿ ಮುಂದಿನ ಬಳ್ಳಾರಿ-ಮೋಕಾ  ರಾಜ್ಯ ಹೆದ್ದಾರಿ ರಸ್ತೆ 132 ರಲಿ,15.180785,76.977755,06:53:06 PM
Ballari,Bellary Rural PS,10445033820230340,2023,1,2,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Others,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,BALLARI TO SIRUGUPPA,POLE,,100,,"NEAR VAKRANI CAMP, SIRUGUPPA ROAD, BALLARI",15.198811,76.910934,11:29:26 AM
Ballari,Bellary Rural PS,10445033820230274,2023,1,1,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,No,Fatal,Hit pedestrian,Uncontrolled,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,BOMMANAL TO BALLARI,PETROL BUNK,,100,,"BALLARI  BOMMNAL ROAD  NEAR NEMAKAL CROSS, BENCHIKOTTAL VILLAGE",15.027496,76.967754,09:04:02 AM
Ballari,Bellary Rural PS,10445033820230337,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,No,Grievous Injury,Others,Not at  Junction,Others,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Side impact or Right angle,BALLARI-BENGALURU NH 150 A NEW BYPASS ROAD NEAR HALAKUNDI VILLAGE,NEAR HALKUNDI VILLAGE BALLARI BENGALURU NH 150A NEW BYPASS ROAD,,25MTS,,ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣೆಯ ಸರಹದ್ದಿನ ಹಲಕುಂದಿ ಗ್ರಾಮದ ಹತ್ತಿರ ಇರುವ ಬಳ್ಳಾರಿ-ಬೆಂಗಳೂರು ಎನ್ ಹೆಚ್.150 ಎ ಹೊಸ ಬೈಪಾಸ್ ರಸ್ತೆಯ ಮಿಂಚೇರಿ ಗುಡ್ಡದ ಹತ್ತಿರ ರಸ್ತೆಯಲ್ಲಿ ಅಪಘಾತ ವಾಗಿರುತ್ತದೆ.,15.076703,76.896896,07:17:21 AM
Ballari,Bellary Rural PS,10445033820230231,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Not at  Junction,Others,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Hit and Run,"BALLARI-BENGALURU NH 150A NEW BYPASS ROAD, HALKUNDI VILLAGE",HALAKUNDI VILLAGE NEW BY PASS ROAD,,1KM,,ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣೆಯ ಸರಹದ್ದಿನ ಹಲಕುಂದಿ ಗ್ರಾಮದ ಹೊಸ ಬೈಪಾಸ್ ನ ಎನ್.ಹೆಚ್. 150 ಎ ರಸ್ತೆಯಲ್ಲಿ ಮಿಂಚೇರಿ ಗುಡ್ಡಗಳ ಹತ್ತಿರದ ಸ್ಥಳದಲ್ಲಿ,15.074566,76.895118,01:21:07 PM
Ballari,Bellary Rural PS,10445033820230162,2023,1,1,Road Accidents,Narrow road,Rural Areas,Near School or College,Other,Human Error,No,Simple Injury,Others,Not at  Junction,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,BALLARI-TIRUMALA NAGAR CAMP ROAD NEAR SAMSKRUTA SCHOOL,BALLARI TIRUMALA NAGAR CAMP ROAD NEAR SAMSKRUTA SCHOOL,,100MTS,,ಬಳ್ಳಾರಿ ಗ್ರಾಮೀಣ ಪೊಲೀಸ್ ಠಾಣೆಯ ಸರಹದ್ದಿನ ಬಳ್ಳಾರಿ-ತಿರುಮಲನಗರ ಕ್ಯಾಂಪ್ ರಸ್ತೆಯಲ್ಲಿ ಸಂಸ್ಕೃತ ಶಾಲೆಯ ಮುಂದೆ,15.12429,76.958198,05:50:53 PM
